209.237.238.178 - - [01/Nov/2004:00:31:36 -0800] "GET /robots.txt HTTP/1.0" 404 275 "-" "ia_archiver"
209.237.238.178 - - [01/Nov/2004:00:31:36 -0800] "GET / HTTP/1.0" 200 2762 "-" "ia_archiver"
64.246.165.210 - - [01/Nov/2004:04:27:12 -0800] "GET /robots.txt HTTP/1.1" 404 275 "http://www.whois.sc/" "SurveyBot/2.3 (Whois Source)"
64.246.165.210 - - [01/Nov/2004:04:27:12 -0800] "GET / HTTP/1.1" 200 2762 "http://www.whois.sc/ringnutjeopardy.com" "SurveyBot/2.3 (Whois Source)"
206.221.125.54 - - [01/Nov/2004:08:24:30 -0800] "GET / HTTP/1.0" 304 - "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 4.0)"
206.221.125.54 - - [01/Nov/2004:08:24:35 -0800] "GET /testyourmettle.htm?ringnut=undefined&cont=1 HTTP/1.0" 200 13088 "http://compete.ringnutjeopardy.com/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 4.0)"
206.221.125.54 - - [01/Nov/2004:08:24:43 -0800] "GET /jeopardydatakey.js HTTP/1.0" 304 - "http://compete.ringnutjeopardy.com/testyourmettle.htm?ringnut=undefined&cont=1" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 4.0)"
66.57.102.225 - - [01/Nov/2004:14:01:02 -0800] "GET / HTTP/1.1" 200 2587 "http://www.imdb.com/title/tt0077869/board/thread/12586269" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:01:04 -0800] "GET /favicon.ico HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:01:21 -0800] "GET /jeopardyautoreplay.htm?qu=0&st=question HTTP/1.1" 200 16973 "http://replay.ringnutjeopardy.com/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:01:22 -0800] "GET /questions.js HTTP/1.1" 200 8592 "http://replay.ringnutjeopardy.com/jeopardyautoreplay.htm?qu=0&st=question" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:01:22 -0800] "GET /jeopardydatakey.js HTTP/1.1" 200 21653 "http://replay.ringnutjeopardy.com/jeopardyautoreplay.htm?qu=0&st=question" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:01:26 -0800] "GET /favicon.ico HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:01:41 -0800] "GET /jeopardyautoreplay.htm?qu=0&st=answer HTTP/1.1" 200 16973 "http://replay.ringnutjeopardy.com/jeopardyautoreplay.htm?qu=0&st=question" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:01:54 -0800] "GET /favicon.ico HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:01:55 -0800] "GET /jeopardyreplay.htm?qu=0&st=question HTTP/1.1" 200 16598 "http://replay.ringnutjeopardy.com/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:01:56 -0800] "GET /favicon.ico HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:00 -0800] "GET /favicon.ico HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:02 -0800] "GET /jeopardyreplay.htm?qu=1&st=question HTTP/1.1" 200 16598 "http://replay.ringnutjeopardy.com/jeopardyreplay.htm?qu=0&st=answer" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:03 -0800] "GET /favicon.ico HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:07 -0800] "GET /jeopardyreplay.htm?qu=1&st=answer HTTP/1.1" 200 16598 "http://replay.ringnutjeopardy.com/jeopardyreplay.htm?qu=1&st=question" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:08 -0800] "GET /favicon.ico HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:10 -0800] "GET /jeopardyreplay.htm?qu=2&st=question HTTP/1.1" 200 16598 "http://replay.ringnutjeopardy.com/jeopardyreplay.htm?qu=1&st=answer" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:11 -0800] "GET /favicon.ico HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:23 -0800] "GET /jeopardyreplay.htm?qu=2&st=answer HTTP/1.1" 200 16598 "http://replay.ringnutjeopardy.com/jeopardyreplay.htm?qu=2&st=question" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:25 -0800] "GET /jeopardyreplay.htm?qu=3&st=question HTTP/1.1" 200 16598 "http://replay.ringnutjeopardy.com/jeopardyreplay.htm?qu=2&st=answer" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
66.57.102.225 - - [01/Nov/2004:14:02:26 -0800] "GET /favicon.ico HTTP/1.1" 404 275 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.7.3) Gecko/20040913 Firefox/0.10.1"
